Instance(0): 	 4.489258 5.368164 0.998947 
Instance(559): 	 4.629883 5.456055 0.999745 
Instance(560): 	 4.735352 5.456055 0.999802 
Instance(561): 	 4.788086 5.438477 0.999913 
Instance(562): 	 4.682617 5.403320 0.999968 
Instance(563): 	 4.770508 5.403320 0.999981 
Instance(564): 	 4.717773 5.456055 0.999795 
Instance(565): 	 4.752930 5.420898 0.999953 
Instance(566): 	 4.770508 5.368164 0.999997 
Instance(567): 	 4.700195 5.420898 0.999941 
Instance(568): 	 4.594727 5.456055 0.999691 
Instance(569): 	 4.770508 5.420898 0.999957 
Instance(570): 	 4.805664 5.420898 0.999964 
Instance(571): 	 4.647461 5.420898 0.999922 
Instance(572): 	 4.682617 5.508789 0.998999 
Instance(573): 	 4.594727 5.403320 0.999906 
Instance(574): 	 4.647461 5.368164 0.999988 
Instance(575): 	 4.682617 5.403320 0.999968 
Instance(576): 	 4.752930 5.508789 0.998980 
Instance(577): 	 4.823242 5.420898 0.999967 
Instance(578): 	 4.752930 5.543945 0.997500 
Instance(579): 	 4.752930 5.438477 0.999902 
Instance(580): 	 4.788086 5.456055 0.999824 
Instance(581): 	 4.752930 5.456055 0.999809 
Instance(582): 	 4.752930 5.473633 0.999649 
Instance(583): 	 4.770508 5.368164 0.999997 
Instance(584): 	 4.682617 5.420898 0.999936 
Instance(585): 	 4.770508 5.368164 0.999997 
Instance(586): 	 4.770508 5.526367 0.998346 
Instance(587): 	 4.612305 5.491211 0.999325 
Instance(588): 	 4.647461 5.385742 0.999977 
Instance(589): 	 4.612305 5.526367 0.998497 
Instance(590): 	 4.717773 5.456055 0.999795 
Instance(591): 	 4.770508 5.526367 0.998346 
Instance(592): 	 4.665039 5.526367 0.998478 
Instance(593): 	 4.788086 5.385742 0.999994 
Instance(594): 	 4.717773 5.456055 0.999795 
Instance(595): 	 4.647461 5.473633 0.999600 
Instance(596): 	 4.717773 5.385742 0.999989 
Instance(597): 	 4.788086 5.420898 0.999960 
Instance(598): 	 4.717773 5.491211 0.999380 
Instance(599): 	 4.770508 5.403320 0.999981 
Instance(600): 	 4.682617 5.438477 0.999878 
Instance(601): 	 4.735352 5.403320 0.999977 
Instance(602): 	 4.805664 5.473633 0.999672 
Instance(603): 	 4.735352 5.420898 0.999949 
Instance(604): 	 4.735352 5.420898 0.999949 
Instance(605): 	 4.805664 5.508789 0.998961 
Instance(606): 	 4.717773 5.420898 0.999945 
Instance(607): 	 4.717773 5.438477 0.999891 
Instance(608): 	 4.559570 5.420898 0.999745 
Instance(609): 	 4.647461 5.438477 0.999861 
Instance(610): 	 4.770508 5.403320 0.999981 
Instance(611): 	 4.489258 5.420898 0.998872 
Instance(612): 	 4.752930 5.438477 0.999902 
Instance(613): 	 4.682617 5.368164 0.999993 
Instance(614): 	 4.788086 5.456055 0.999824 
Instance(615): 	 4.770508 5.543945 0.997437 
Instance(616): 	 4.717773 5.456055 0.999795 
Instance(617): 	 4.682617 5.403320 0.999968 
Instance(618): 	 4.752930 5.385742 0.999991 
Instance(619): 	 4.665039 5.456055 0.999771 
Instance(620): 	 4.823242 5.491211 0.999404 
Instance(621): 	 4.489258 5.473633 0.998557 
Instance(622): 	 4.647461 5.491211 0.999357 
Instance(623): 	 4.875977 5.491211 0.999419 
Instance(624): 	 4.805664 5.456055 0.999831 
Instance(625): 	 4.805664 5.526367 0.998288 
Instance(626): 	 4.682617 5.385742 0.999985 
Instance(627): 	 4.735352 5.456055 0.999802 
Instance(628): 	 4.823242 5.526367 0.998256 
Instance(629): 	 4.823242 5.438477 0.999925 
Instance(630): 	 4.735352 5.438477 0.999897 
Instance(631): 	 4.805664 5.438477 0.999919 
Instance(632): 	 4.559570 5.420898 0.999745 
Instance(633): 	 4.770508 5.438477 0.999908 
Instance(634): 	 4.752930 5.473633 0.999649 
Instance(635): 	 4.752930 5.456055 0.999809 
Instance(636): 	 4.629883 5.456055 0.999745 
Instance(637): 	 4.647461 5.385742 0.999977 
Instance(638): 	 4.788086 5.385742 0.999994 
Instance(639): 	 4.682617 5.491211 0.999371 
Instance(640): 	 4.717773 5.508789 0.998991 
Instance(641): 	 4.770508 5.438477 0.999908 
Instance(642): 	 4.752930 5.473633 0.999649 
Instance(643): 	 4.612305 5.420898 0.999893 
Instance(644): 	 4.629883 5.420898 0.999911 
Instance(645): 	 4.735352 5.315430 1.000000 
Instance(646): 	 4.752930 5.403320 0.999979 
Instance(647): 	 4.717773 5.385742 0.999989 
Instance(648): 	 4.823242 5.508789 0.998954 
Instance(649): 	 4.717773 5.315430 1.000000 
Instance(650): 	 4.594727 5.491211 0.999293 
Instance(651): 	 4.717773 5.420898 0.999945 
Instance(652): 	 4.717773 5.438477 0.999891 
Instance(653): 	 4.752930 5.420898 0.999953 
Instance(654): 	 4.471680 5.350586 0.998422 
Instance(655): 	 4.700195 5.333008 0.999999 
Instance(656): 	 4.875977 5.579102 0.992805 
Instance(657): 	 4.612305 5.385742 0.999956 
Instance(658): 	 4.629883 5.508789 0.998994 
Instance(659): 	 4.805664 5.491211 0.999400 
Instance(660): 	 4.682617 5.456055 0.999780 
Instance(661): 	 4.752930 5.491211 0.999388 
Instance(662): 	 4.612305 5.368164 0.999969 
Instance(663): 	 4.647461 5.403320 0.999958 
Instance(664): 	 4.735352 5.350586 0.999999 
Instance(665): 	 4.577148 5.403320 0.999862 
Instance(666): 	 4.770508 5.420898 0.999957 
Instance(667): 	 4.647461 5.385742 0.999977 
Instance(668): 	 4.629883 5.526367 0.998498 
Instance(669): 	 4.717773 5.403320 0.999974 
Instance(670): 	 4.612305 5.508789 0.998980 
Instance(671): 	 4.858398 5.385742 0.999997 
Instance(672): 	 4.840820 5.403320 0.999989 
Instance(673): 	 4.717773 5.543945 0.997613 
Instance(674): 	 4.752930 5.438477 0.999902 
Instance(675): 	 4.682617 5.368164 0.999993 
Instance(676): 	 4.805664 5.491211 0.999400 
Instance(677): 	 4.735352 5.491211 0.999384 
Instance(678): 	 4.665039 5.456055 0.999771 
Instance(679): 	 4.594727 5.438477 0.999797 
Instance(680): 	 4.823242 5.385742 0.999996 
Instance(681): 	 4.823242 5.333008 1.000000 
Instance(682): 	 4.700195 5.385742 0.999987 
Instance(683): 	 4.770508 5.508789 0.998974 
Instance(684): 	 4.875977 5.333008 1.000000 
Instance(685): 	 4.805664 5.438477 0.999919 
Instance(686): 	 4.858398 5.385742 0.999997 
Instance(687): 	 4.788086 5.438477 0.999913 
Instance(688): 	 4.752930 5.526367 0.998372 
Instance(689): 	 4.788086 5.420898 0.999960 
Instance(690): 	 4.840820 5.420898 0.999971 
Instance(691): 	 4.717773 5.438477 0.999891 
Instance(692): 	 4.559570 5.420898 0.999745 
Instance(693): 	 4.647461 5.420898 0.999922 
Instance(694): 	 4.770508 5.420898 0.999957 
Instance(695): 	 4.717773 5.473633 0.999635 
Instance(696): 	 4.612305 5.438477 0.999828 
Instance(697): 	 4.700195 5.438477 0.999885 
Instance(698): 	 4.893555 5.385742 0.999998 
Instance(699): 	 4.805664 5.491211 0.999400 
Instance(700): 	 4.735352 5.438477 0.999897 
Instance(701): 	 4.665039 5.438477 0.999871 
Instance(702): 	 4.700195 5.420898 0.999941 
Instance(703): 	 4.805664 5.403320 0.999985 
Instance(704): 	 4.700195 5.456055 0.999788 
Instance(705): 	 4.823242 5.491211 0.999404 
Instance(706): 	 4.700195 5.403320 0.999971 
Instance(707): 	 4.700195 5.420898 0.999941 
Instance(708): 	 4.752930 5.456055 0.999809 
Instance(709): 	 4.665039 5.385742 0.999982 
Instance(710): 	 4.700195 5.473633 0.999628 
Instance(711): 	 4.752930 5.438477 0.999902 
Instance(712): 	 4.665039 5.420898 0.999930 
Instance(713): 	 4.682617 5.456055 0.999780 
Instance(714): 	 4.577148 5.403320 0.999862 
Instance(715): 	 4.735352 5.315430 1.000000 
Instance(716): 	 4.858398 5.456055 0.999854 
Instance(717): 	 4.752930 5.508789 0.998980 
Instance(718): 	 4.700195 5.508789 0.998996 
Instance(719): 	 4.612305 5.333008 0.999981 
Instance(720): 	 4.717773 5.403320 0.999974 
Instance(721): 	 4.858398 5.438477 0.999935 
Instance(722): 	 4.770508 5.438477 0.999908 
Instance(723): 	 4.805664 5.420898 0.999964 
Instance(724): 	 4.700195 5.491211 0.999376 
Instance(725): 	 4.559570 5.456055 0.999564 
Instance(726): 	 4.506836 5.438477 0.999148 
Instance(727): 	 4.858398 5.420898 0.999974 
Instance(728): 	 4.717773 5.385742 0.999989 
Instance(729): 	 4.893555 5.456055 0.999870 
Instance(730): 	 4.770508 5.368164 0.999997 
Instance(731): 	 4.471680 5.368164 0.998432 
Instance(732): 	 4.823242 5.403320 0.999987 
Instance(733): 	 4.840820 5.385742 0.999996 
Instance(734): 	 4.805664 5.526367 0.998288 
Instance(735): 	 4.770508 5.385742 0.999993 
Instance(736): 	 4.735352 5.368164 0.999996 
Instance(737): 	 4.682617 5.526367 0.998461 
Instance(738): 	 4.665039 5.543945 0.997752 
Instance(739): 	 4.735352 5.491211 0.999384 
Instance(740): 	 4.541992 5.438477 0.999559 
Instance(741): 	 4.752930 5.456055 0.999809 
Instance(742): 	 4.735352 5.438477 0.999897 
Instance(743): 	 4.788086 5.456055 0.999824 
Instance(744): 	 4.770508 5.491211 0.999392 
Instance(745): 	 4.454102 5.508789 0.997080 
Instance(746): 	 4.770508 5.420898 0.999957 
Instance(747): 	 4.700195 5.473633 0.999628 
Instance(748): 	 4.770508 5.368164 0.999997 
Instance(749): 	 4.717773 5.438477 0.999891 
Instance(750): 	 4.805664 5.543945 0.997298 
Instance(751): 	 4.700195 5.420898 0.999941 
Instance(752): 	 4.506836 5.456055 0.999041 
Instance(753): 	 4.805664 5.508789 0.998961 
Instance(754): 	 4.471680 5.333008 0.998406 
Instance(755): 	 4.788086 5.368164 0.999998 
Instance(756): 	 4.788086 5.508789 0.998968 
Instance(757): 	 4.788086 5.350586 0.999999 
Instance(758): 	 4.682617 5.368164 0.999993 
Instance(759): 	 4.629883 5.385742 0.999969 
Instance(760): 	 4.788086 5.420898 0.999960 
Instance(761): 	 4.893555 5.368164 1.000000 
Instance(762): 	 4.893555 5.473633 0.999714 
Instance(763): 	 4.700195 5.403320 0.999971 
Instance(764): 	 4.682617 5.368164 0.999993 
Instance(765): 	 4.577148 5.508789 0.998911 
Instance(766): 	 4.840820 5.526367 0.998221 
Instance(767): 	 4.788086 5.368164 0.999998 
Instance(768): 	 4.647461 5.456055 0.999760 
Instance(769): 	 4.735352 5.491211 0.999384 
Instance(770): 	 4.700195 5.420898 0.999941 
Instance(771): 	 4.629883 5.368164 0.999981 
Instance(772): 	 4.770508 5.403320 0.999981 
Instance(773): 	 4.823242 5.403320 0.999987 
Instance(774): 	 4.577148 5.456055 0.999641 
Instance(775): 	 4.700195 5.403320 0.999971 
Instance(776): 	 4.700195 5.385742 0.999987 
Instance(777): 	 4.559570 5.526367 0.998390 
Instance(778): 	 4.524414 5.420898 0.999464 
Instance(779): 	 4.770508 5.491211 0.999392 
Instance(780): 	 4.752930 5.333008 1.000000 
Instance(781): 	 4.717773 5.526367 0.998421 
Instance(782): 	 4.823242 5.508789 0.998954 
Instance(783): 	 4.682617 5.543945 0.997710 
Instance(784): 	 4.788086 5.438477 0.999913 
Instance(785): 	 4.805664 5.473633 0.999672 
Instance(786): 	 4.770508 5.526367 0.998346 
Instance(787): 	 4.875977 5.385742 0.999998 
Instance(788): 	 4.665039 5.403320 0.999964 
Instance(789): 	 4.665039 5.456055 0.999771 
Instance(790): 	 4.647461 5.350586 0.999993 
Instance(791): 	 4.805664 5.385742 0.999995 
Instance(792): 	 4.612305 5.438477 0.999828 
Instance(793): 	 4.770508 5.508789 0.998974 
Instance(794): 	 4.805664 5.403320 0.999985 
Instance(795): 	 4.735352 5.473633 0.999642 
Instance(796): 	 4.805664 5.456055 0.999831 
Instance(797): 	 4.735352 5.403320 0.999977 
Instance(798): 	 4.401367 5.385742 0.994166 
Instance(799): 	 4.788086 5.350586 0.999999 
Instance(800): 	 4.647461 5.420898 0.999922 
Instance(801): 	 4.770508 5.508789 0.998974 
Instance(802): 	 4.770508 5.456055 0.999816 
Instance(803): 	 4.629883 5.438477 0.999848 
Instance(804): 	 4.682617 5.438477 0.999878 
Instance(805): 	 4.665039 5.350586 0.999996 
Instance(806): 	 4.788086 5.508789 0.998968 
Instance(807): 	 4.805664 5.508789 0.998961 
Instance(808): 	 4.805664 5.438477 0.999919 
Instance(809): 	 4.577148 5.385742 0.999890 
Instance(810): 	 4.682617 5.508789 0.998999 
Instance(811): 	 4.840820 5.438477 0.999930 
Instance(812): 	 4.612305 5.473633 0.999563 
Instance(813): 	 4.858398 5.403320 0.999991 
Instance(814): 	 4.717773 5.385742 0.999989 
Instance(815): 	 4.735352 5.473633 0.999642 
Instance(816): 	 4.735352 5.420898 0.999949 
Instance(817): 	 4.752930 5.385742 0.999991 
Instance(818): 	 4.752930 5.420898 0.999953 
Instance(819): 	 4.893555 5.491211 0.999425 
Instance(820): 	 4.612305 5.385742 0.999956 
Instance(821): 	 4.823242 5.526367 0.998256 
Instance(822): 	 4.840820 5.385742 0.999996 
Instance(823): 	 4.752930 5.473633 0.999649 
Instance(824): 	 4.805664 5.420898 0.999964 
Instance(825): 	 4.700195 5.438477 0.999885 
Instance(826): 	 4.612305 5.473633 0.999563 
Instance(827): 	 4.559570 5.473633 0.999402 
Instance(828): 	 4.875977 5.526367 0.998145 
Instance(829): 	 4.805664 5.438477 0.999919 
Instance(830): 	 4.489258 5.368164 0.998947 
Instance(831): 	 4.928711 5.403320 0.999996 
Instance(832): 	 4.735352 5.473633 0.999642 
Instance(833): 	 4.717773 5.403320 0.999974 
Instance(834): 	 4.665039 5.385742 0.999982 
Instance(835): 	 4.665039 5.368164 0.999991 
Instance(836): 	 4.700195 5.420898 0.999941 
Instance(837): 	 4.770508 5.403320 0.999981 
Instance(838): 	 4.788086 5.420898 0.999960 
Instance(839): 	 4.805664 5.403320 0.999985 
Instance(840): 	 4.752930 5.350586 0.999999 
Instance(841): 	 4.717773 5.473633 0.999635 
Instance(842): 	 4.647461 5.420898 0.999922 
Instance(843): 	 4.823242 5.438477 0.999925 
Instance(844): 	 4.805664 5.420898 0.999964 
Instance(845): 	 4.559570 5.385742 0.999821 
Instance(846): 	 4.788086 5.543945 0.997370 
Instance(847): 	 4.752930 5.473633 0.999649 
Instance(848): 	 4.770508 5.491211 0.999392 
Instance(849): 	 4.541992 5.473633 0.999288 
Instance(850): 	 4.647461 5.456055 0.999760 
Instance(851): 	 4.735352 5.333008 1.000000 
Instance(852): 	 4.770508 5.420898 0.999957 
Instance(853): 	 4.665039 5.543945 0.997752 
Instance(854): 	 4.647461 5.491211 0.999357 
Instance(855): 	 4.752930 5.333008 1.000000 
Instance(856): 	 4.858398 5.438477 0.999935 
Instance(857): 	 4.700195 5.420898 0.999941 
Instance(858): 	 4.823242 5.420898 0.999967 
Instance(859): 	 4.700195 5.403320 0.999971 
Instance(860): 	 4.840820 5.420898 0.999971 
Instance(861): 	 4.717773 5.456055 0.999795 
Instance(862): 	 4.665039 5.385742 0.999982 
Instance(863): 	 4.823242 5.350586 1.000000 
Instance(864): 	 4.647461 5.403320 0.999958 
Instance(865): 	 4.717773 5.368164 0.999995 
Instance(866): 	 4.700195 5.456055 0.999788 
Instance(867): 	 4.805664 5.403320 0.999985 
Instance(868): 	 4.735352 5.368164 0.999996 
Instance(869): 	 4.647461 5.438477 0.999861 
Instance(870): 	 4.629883 5.403320 0.999948 
Instance(871): 	 4.506836 5.491211 0.998663 
Instance(872): 	 4.665039 5.403320 0.999964 
Instance(873): 	 4.717773 5.403320 0.999974 
Instance(874): 	 4.823242 5.456055 0.999839 
Instance(875): 	 4.840820 5.368164 0.999999 
Instance(876): 	 4.893555 5.508789 0.998921 
Instance(877): 	 4.770508 5.403320 0.999981 
Instance(878): 	 4.770508 5.473633 0.999657 
Instance(879): 	 4.735352 5.438477 0.999897 
Instance(880): 	 4.629883 5.385742 0.999969 
Instance(881): 	 4.823242 5.403320 0.999987 
Instance(882): 	 4.735352 5.385742 0.999990 
Instance(883): 	 4.682617 5.491211 0.999371 
Instance(884): 	 4.823242 5.491211 0.999404 
Instance(885): 	 4.665039 5.385742 0.999982 
Instance(886): 	 4.752930 5.350586 0.999999 
Instance(887): 	 4.893555 5.456055 0.999870 
Instance(888): 	 4.612305 5.420898 0.999893 
Instance(889): 	 4.805664 5.420898 0.999964 
Instance(890): 	 4.682617 5.491211 0.999371 
Instance(891): 	 4.647461 5.491211 0.999357 
Instance(892): 	 4.823242 5.368164 0.999999 
Instance(893): 	 4.805664 5.420898 0.999964 
Instance(894): 	 4.805664 5.420898 0.999964 
Instance(895): 	 4.928711 5.438477 0.999956 
Instance(896): 	 4.752930 5.368164 0.999997 
Instance(897): 	 4.559570 5.403320 0.999791 
Instance(898): 	 4.612305 5.420898 0.999893 
Instance(899): 	 4.647461 5.420898 0.999922 
Instance(900): 	 4.805664 5.438477 0.999919 
Instance(901): 	 4.735352 5.385742 0.999990 
Instance(902): 	 4.612305 5.403320 0.999932 
Instance(903): 	 4.752930 5.315430 1.000000 
Instance(904): 	 4.752930 5.385742 0.999991 
Instance(905): 	 4.559570 5.403320 0.999791 
Instance(906): 	 4.682617 5.508789 0.998999 
Instance(907): 	 4.875977 5.543945 0.996950 
Instance(908): 	 4.840820 5.473633 0.999688 
Instance(909): 	 4.735352 5.456055 0.999802 
Instance(910): 	 4.805664 5.403320 0.999985 
Instance(911): 	 4.717773 5.438477 0.999891 
Instance(912): 	 4.717773 5.420898 0.999945 
Instance(913): 	 4.805664 5.456055 0.999831 
Instance(914): 	 4.858398 5.333008 1.000000 
Instance(915): 	 4.770508 5.403320 0.999981 
Instance(916): 	 4.788086 5.385742 0.999994 
Instance(917): 	 4.752930 5.438477 0.999902 
Instance(918): 	 4.647461 5.420898 0.999922 
Instance(919): 	 4.788086 5.508789 0.998968 
Instance(920): 	 4.805664 5.438477 0.999919 
Instance(921): 	 4.629883 5.420898 0.999911 
Instance(922): 	 4.752930 5.473633 0.999649 
Instance(923): 	 4.823242 5.403320 0.999987 
Instance(924): 	 4.805664 5.456055 0.999831 
Instance(925): 	 4.735352 5.333008 1.000000 
Instance(926): 	 4.788086 5.385742 0.999994 
Instance(927): 	 4.717773 5.385742 0.999989 
Instance(928): 	 4.823242 5.456055 0.999839 
Instance(929): 	 4.770508 5.403320 0.999981 
Instance(930): 	 4.577148 5.403320 0.999862 
Instance(931): 	 4.840820 5.491211 0.999409 
Instance(932): 	 4.682617 5.333008 0.999999 
Instance(933): 	 4.770508 5.403320 0.999981 
Instance(934): 	 4.647461 5.491211 0.999357 
Instance(935): 	 4.682617 5.508789 0.998999 
Instance(936): 	 4.665039 5.403320 0.999964 
Instance(937): 	 4.788086 5.438477 0.999913 
Instance(938): 	 4.647461 5.438477 0.999861 
Instance(939): 	 4.858398 5.403320 0.999991 
Instance(940): 	 4.928711 5.491211 0.999436 
Instance(941): 	 4.647461 5.403320 0.999958 
Instance(942): 	 4.717773 5.491211 0.999380 
Instance(943): 	 4.823242 5.491211 0.999404 
Instance(944): 	 4.875977 5.420898 0.999977 
Instance(945): 	 4.665039 5.438477 0.999871 
Instance(946): 	 4.770508 5.420898 0.999957 
Instance(947): 	 4.875977 5.438477 0.999941 
Instance(948): 	 4.805664 5.420898 0.999964 
Instance(949): 	 4.875977 5.491211 0.999419 
Instance(950): 	 4.752930 5.350586 0.999999 
Instance(951): 	 4.840820 5.315430 1.000000 
Instance(952): 	 4.788086 5.385742 0.999994 
Instance(953): 	 4.752930 5.385742 0.999991 
Instance(954): 	 4.682617 5.368164 0.999993 
Instance(955): 	 4.805664 5.526367 0.998288 
Instance(956): 	 4.752930 5.385742 0.999991 
Instance(957): 	 4.770508 5.368164 0.999997 
Instance(958): 	 4.805664 5.420898 0.999964 
Instance(959): 	 4.700195 5.473633 0.999628 
Instance(960): 	 4.788086 5.456055 0.999824 
Instance(961): 	 4.665039 5.438477 0.999871 
Instance(962): 	 4.911133 5.456055 0.999877 
Instance(963): 	 4.770508 5.420898 0.999957 
Instance(964): 	 4.629883 5.473633 0.999585 
Instance(965): 	 4.629883 5.473633 0.999585 
Instance(966): 	 4.770508 5.473633 0.999657 
Instance(967): 	 4.823242 5.385742 0.999996 
Instance(968): 	 4.752930 5.403320 0.999979 
Instance(969): 	 4.805664 5.473633 0.999672 
Instance(970): 	 4.682617 5.403320 0.999968 
Instance(971): 	 4.682617 5.438477 0.999878 
Instance(972): 	 4.823242 5.350586 1.000000 
Instance(973): 	 4.665039 5.438477 0.999871 
Instance(974): 	 4.735352 5.508789 0.998986 
Instance(975): 	 4.594727 5.420898 0.999864 
Instance(976): 	 4.770508 5.385742 0.999993 
Instance(977): 	 4.823242 5.508789 0.998954 
Instance(978): 	 4.682617 5.473633 0.999620 
Instance(979): 	 4.647461 5.420898 0.999922 
Instance(980): 	 4.735352 5.491211 0.999384 
Instance(981): 	 4.647461 5.368164 0.999988 
Instance(982): 	 4.805664 5.456055 0.999831 
Instance(983): 	 4.612305 5.438477 0.999828 
Instance(984): 	 4.788086 5.456055 0.999824 
Instance(985): 	 4.805664 5.403320 0.999985 
Instance(986): 	 4.823242 5.385742 0.999996 
Instance(987): 	 4.788086 5.456055 0.999824 
Instance(988): 	 4.700195 5.368164 0.999994 
Instance(989): 	 4.489258 5.456055 0.998706 
Instance(990): 	 4.805664 5.456055 0.999831 
Instance(991): 	 4.700195 5.403320 0.999971 
Instance(992): 	 4.788086 5.508789 0.998968 
Instance(993): 	 4.717773 5.350586 0.999998 
Instance(994): 	 4.752930 5.420898 0.999953 
Instance(995): 	 4.770508 5.368164 0.999997 
Instance(996): 	 4.823242 5.456055 0.999839 
Instance(997): 	 4.700195 5.491211 0.999376 
Instance(998): 	 4.788086 5.491211 0.999396 
