Instance(0): 	 4.049805 5.508789 0.885773 
Instance(559): 	 4.278320 5.631836 0.977644 
Instance(560): 	 4.436523 5.631836 0.990696 
Instance(561): 	 4.577148 5.631836 0.990921 
Instance(562): 	 4.401367 5.579102 0.992586 
Instance(563): 	 4.559570 5.579102 0.995973 
Instance(564): 	 4.418945 5.631836 0.990159 
Instance(565): 	 4.506836 5.614258 0.993205 
Instance(566): 	 4.506836 5.473633 0.998885 
Instance(567): 	 4.436523 5.579102 0.994242 
Instance(568): 	 4.260742 5.649414 0.974162 
Instance(569): 	 4.471680 5.579102 0.995237 
Instance(570): 	 4.594727 5.561523 0.996995 
Instance(571): 	 4.383789 5.579102 0.991446 
Instance(572): 	 4.418945 5.737305 0.975556 
Instance(573): 	 4.190430 5.579102 0.957366 
Instance(574): 	 4.278320 5.526367 0.977883 
Instance(575): 	 4.383789 5.543945 0.992462 
Instance(576): 	 4.559570 5.719727 0.974854 
Instance(577): 	 4.629883 5.579102 0.995722 
Instance(578): 	 4.471680 5.772461 0.965484 
Instance(579): 	 4.524414 5.614258 0.993231 
Instance(580): 	 4.524414 5.631836 0.991448 
Instance(581): 	 4.524414 5.649414 0.989312 
Instance(582): 	 4.471680 5.666992 0.987250 
Instance(583): 	 4.541992 5.526367 0.998294 
Instance(584): 	 4.383789 5.561523 0.992031 
Instance(585): 	 4.524414 5.491211 0.998894 
Instance(586): 	 4.489258 5.754883 0.969396 
Instance(587): 	 4.260742 5.702148 0.971012 
Instance(588): 	 4.278320 5.543945 0.978250 
Instance(589): 	 4.260742 5.754883 0.965345 
Instance(590): 	 4.436523 5.614258 0.992119 
Instance(591): 	 4.541992 5.737305 0.971184 
Instance(592): 	 4.348633 5.772461 0.967920 
Instance(593): 	 4.524414 5.561523 0.996837 
Instance(594): 	 4.401367 5.631836 0.989448 
Instance(595): 	 4.331055 5.719727 0.976123 
Instance(596): 	 4.436523 5.508789 0.996368 
Instance(597): 	 4.594727 5.579102 0.995897 
Instance(598): 	 4.436523 5.719727 0.978855 
Instance(599): 	 4.489258 5.561523 0.996424 
Instance(600): 	 4.401367 5.614258 0.990717 
Instance(601): 	 4.489258 5.543945 0.997114 
Instance(602): 	 4.612305 5.649414 0.987651 
Instance(603): 	 4.506836 5.561523 0.996670 
Instance(604): 	 4.489258 5.596680 0.994448 
Instance(605): 	 4.612305 5.737305 0.965973 
Instance(606): 	 4.489258 5.579102 0.995546 
Instance(607): 	 4.454102 5.596680 0.993807 
Instance(608): 	 4.172852 5.561523 0.950540 
Instance(609): 	 4.331055 5.631836 0.984391 
Instance(610): 	 4.594727 5.543945 0.997842 
Instance(611): 	 4.084961 5.579102 0.917393 
Instance(612): 	 4.506836 5.631836 0.991496 
Instance(613): 	 4.348633 5.491211 0.989190 
Instance(614): 	 4.524414 5.631836 0.991448 
Instance(615): 	 4.489258 5.790039 0.958961 
Instance(616): 	 4.418945 5.666992 0.986633 
Instance(617): 	 4.401367 5.561523 0.993237 
Instance(618): 	 4.506836 5.526367 0.997939 
Instance(619): 	 4.366211 5.666992 0.984474 
Instance(620): 	 4.647461 5.702148 0.974228 
Instance(621): 	 4.014648 5.666992 0.897791 
Instance(622): 	 4.331055 5.719727 0.976123 
Instance(623): 	 4.735352 5.702148 0.966917 
Instance(624): 	 4.612305 5.614258 0.992554 
Instance(625): 	 4.559570 5.737305 0.970053 
Instance(626): 	 4.436523 5.543945 0.995589 
Instance(627): 	 4.436523 5.614258 0.992119 
Instance(628): 	 4.594727 5.737305 0.967449 
Instance(629): 	 4.647461 5.631836 0.989592 
Instance(630): 	 4.471680 5.596680 0.994186 
Instance(631): 	 4.594727 5.614258 0.992769 
Instance(632): 	 4.243164 5.614258 0.971606 
Instance(633): 	 4.506836 5.596680 0.994613 
Instance(634): 	 4.506836 5.666992 0.987039 
Instance(635): 	 4.489258 5.649414 0.989504 
Instance(636): 	 4.295898 5.649414 0.979358 
Instance(637): 	 4.295898 5.526367 0.981329 
Instance(638): 	 4.629883 5.526367 0.998498 
Instance(639): 	 4.401367 5.702148 0.981545 
Instance(640): 	 4.401367 5.754883 0.972007 
Instance(641): 	 4.594727 5.631836 0.990646 
Instance(642): 	 4.454102 5.649414 0.989292 
Instance(643): 	 4.243164 5.614258 0.971606 
Instance(644): 	 4.295898 5.561523 0.981617 
Instance(645): 	 4.489258 5.403320 0.998913 
Instance(646): 	 4.559570 5.543945 0.997786 
Instance(647): 	 4.436523 5.543945 0.995589 
Instance(648): 	 4.612305 5.719727 0.971522 
Instance(649): 	 4.418945 5.420898 0.995811 
Instance(650): 	 4.243164 5.737305 0.965290 
Instance(651): 	 4.401367 5.579102 0.992586 
Instance(652): 	 4.489258 5.631836 0.991460 
Instance(653): 	 4.524414 5.596680 0.994699 
Instance(654): 	 3.997070 5.543945 0.863856 
Instance(655): 	 4.418945 5.473633 0.995779 
Instance(656): 	 4.735352 5.807617 0.910844 
Instance(657): 	 4.243164 5.543945 0.970371 
Instance(658): 	 4.243164 5.754883 0.963286 
Instance(659): 	 4.559570 5.719727 0.974854 
Instance(660): 	 4.366211 5.684570 0.982589 
Instance(661): 	 4.577148 5.684570 0.982205 
Instance(662): 	 4.225586 5.491211 0.962469 
Instance(663): 	 4.331055 5.543945 0.986942 
Instance(664): 	 4.454102 5.473633 0.997523 
Instance(665): 	 4.172852 5.596680 0.952889 
Instance(666): 	 4.506836 5.596680 0.994613 
Instance(667): 	 4.331055 5.526367 0.986981 
Instance(668): 	 4.260742 5.790039 0.959995 
Instance(669): 	 4.418945 5.543945 0.994762 
Instance(670): 	 4.225586 5.719727 0.964235 
Instance(671): 	 4.647461 5.579102 0.995609 
Instance(672): 	 4.665039 5.561523 0.996772 
Instance(673): 	 4.418945 5.790039 0.963082 
Instance(674): 	 4.506836 5.666992 0.987039 
Instance(675): 	 4.348633 5.543945 0.989097 
Instance(676): 	 4.541992 5.684570 0.983378 
Instance(677): 	 4.418945 5.702148 0.981828 
Instance(678): 	 4.348633 5.649414 0.984804 
Instance(679): 	 4.190430 5.666992 0.959384 
Instance(680): 	 4.577148 5.508789 0.998911 
Instance(681): 	 4.577148 5.473633 0.999479 
Instance(682): 	 4.366211 5.561523 0.990570 
Instance(683): 	 4.577148 5.737305 0.968808 
Instance(684): 	 4.682617 5.473633 0.999620 
Instance(685): 	 4.559570 5.614258 0.993093 
Instance(686): 	 4.647461 5.526367 0.998491 
Instance(687): 	 4.577148 5.614258 0.992950 
Instance(688): 	 4.524414 5.737305 0.972200 
Instance(689): 	 4.577148 5.561523 0.997008 
Instance(690): 	 4.682617 5.579102 0.995343 
Instance(691): 	 4.454102 5.614258 0.992573 
Instance(692): 	 4.190430 5.579102 0.957366 
Instance(693): 	 4.331055 5.596680 0.985957 
Instance(694): 	 4.541992 5.596680 0.994719 
Instance(695): 	 4.401367 5.666992 0.986111 
Instance(696): 	 4.225586 5.614258 0.967756 
Instance(697): 	 4.436523 5.596680 0.993291 
Instance(698): 	 4.752930 5.508789 0.998980 
Instance(699): 	 4.541992 5.702148 0.979823 
Instance(700): 	 4.489258 5.649414 0.989504 
Instance(701): 	 4.348633 5.596680 0.987811 
Instance(702): 	 4.418945 5.596680 0.992615 
Instance(703): 	 4.541992 5.561523 0.996940 
Instance(704): 	 4.383789 5.631836 0.988538 
Instance(705): 	 4.647461 5.702148 0.974228 
Instance(706): 	 4.436523 5.596680 0.993291 
Instance(707): 	 4.454102 5.631836 0.991078 
Instance(708): 	 4.559570 5.631836 0.991151 
Instance(709): 	 4.401367 5.543945 0.993730 
Instance(710): 	 4.418945 5.666992 0.986633 
Instance(711): 	 4.524414 5.596680 0.994699 
Instance(712): 	 4.348633 5.579102 0.988403 
Instance(713): 	 4.331055 5.649414 0.983275 
Instance(714): 	 4.225586 5.579102 0.967125 
Instance(715): 	 4.436523 5.420898 0.996902 
Instance(716): 	 4.647461 5.649414 0.986635 
Instance(717): 	 4.471680 5.737305 0.974513 
Instance(718): 	 4.383789 5.737305 0.975393 
Instance(719): 	 4.278320 5.456055 0.975184 
Instance(720): 	 4.436523 5.561523 0.994999 
Instance(721): 	 4.647461 5.649414 0.986635 
Instance(722): 	 4.489258 5.614258 0.993097 
Instance(723): 	 4.594727 5.579102 0.995897 
Instance(724): 	 4.436523 5.702148 0.981940 
Instance(725): 	 4.190430 5.614258 0.958834 
Instance(726): 	 4.049805 5.631836 0.908934 
Instance(727): 	 4.647461 5.579102 0.995609 
Instance(728): 	 4.436523 5.508789 0.996368 
Instance(729): 	 4.700195 5.614258 0.991065 
Instance(730): 	 4.489258 5.526367 0.997646 
Instance(731): 	 4.049805 5.543945 0.893764 
Instance(732): 	 4.665039 5.579102 0.995482 
Instance(733): 	 4.612305 5.508789 0.998980 
Instance(734): 	 4.541992 5.737305 0.971184 
Instance(735): 	 4.506836 5.526367 0.997939 
Instance(736): 	 4.489258 5.491211 0.998344 
Instance(737): 	 4.454102 5.754883 0.970925 
Instance(738): 	 4.366211 5.790039 0.964184 
Instance(739): 	 4.436523 5.702148 0.981940 
Instance(740): 	 4.102539 5.614258 0.929173 
Instance(741): 	 4.524414 5.649414 0.989312 
Instance(742): 	 4.454102 5.649414 0.989292 
Instance(743): 	 4.577148 5.684570 0.982205 
Instance(744): 	 4.524414 5.684570 0.983846 
Instance(745): 	 4.014648 5.702148 0.901932 
Instance(746): 	 4.489258 5.649414 0.989504 
Instance(747): 	 4.418945 5.719727 0.978886 
Instance(748): 	 4.489258 5.508789 0.998047 
Instance(749): 	 4.418945 5.596680 0.992615 
Instance(750): 	 4.612305 5.790039 0.945394 
Instance(751): 	 4.436523 5.614258 0.992119 
Instance(752): 	 4.102539 5.631836 0.930813 
Instance(753): 	 4.559570 5.702148 0.979105 
Instance(754): 	 4.084961 5.456055 0.893240 
Instance(755): 	 4.594727 5.508789 0.998954 
Instance(756): 	 4.524414 5.737305 0.972200 
Instance(757): 	 4.541992 5.491211 0.999057 
Instance(758): 	 4.401367 5.508789 0.994333 
Instance(759): 	 4.313477 5.543945 0.984432 
Instance(760): 	 4.629883 5.596680 0.994206 
Instance(761): 	 4.717773 5.543945 0.997613 
Instance(762): 	 4.700195 5.666992 0.980628 
Instance(763): 	 4.366211 5.543945 0.990927 
Instance(764): 	 4.401367 5.491211 0.994483 
Instance(765): 	 4.225586 5.754883 0.960912 
Instance(766): 	 4.665039 5.754883 0.953581 
Instance(767): 	 4.577148 5.508789 0.998911 
Instance(768): 	 4.260742 5.684570 0.972322 
Instance(769): 	 4.436523 5.684570 0.984642 
Instance(770): 	 4.436523 5.596680 0.993291 
Instance(771): 	 4.278320 5.508789 0.977384 
Instance(772): 	 4.489258 5.526367 0.997646 
Instance(773): 	 4.629883 5.579102 0.995722 
Instance(774): 	 4.190430 5.649414 0.959435 
Instance(775): 	 4.418945 5.543945 0.994762 
Instance(776): 	 4.418945 5.526367 0.995170 
Instance(777): 	 4.190430 5.737305 0.956585 
Instance(778): 	 4.137695 5.614258 0.942301 
Instance(779): 	 4.541992 5.702148 0.979823 
Instance(780): 	 4.524414 5.456055 0.999281 
Instance(781): 	 4.436523 5.807617 0.957067 
Instance(782): 	 4.577148 5.737305 0.968808 
Instance(783): 	 4.348633 5.790039 0.964118 
Instance(784): 	 4.559570 5.614258 0.993093 
Instance(785): 	 4.577148 5.719727 0.973842 
Instance(786): 	 4.541992 5.737305 0.971184 
Instance(787): 	 4.717773 5.561523 0.996505 
Instance(788): 	 4.313477 5.543945 0.984432 
Instance(789): 	 4.366211 5.614258 0.988502 
Instance(790): 	 4.260742 5.473633 0.971572 
Instance(791): 	 4.559570 5.543945 0.997786 
Instance(792): 	 4.331055 5.614258 0.985278 
Instance(793): 	 4.612305 5.719727 0.971522 
Instance(794): 	 4.594727 5.543945 0.997842 
Instance(795): 	 4.524414 5.666992 0.986789 
Instance(796): 	 4.612305 5.614258 0.992554 
Instance(797): 	 4.541992 5.526367 0.998294 
Instance(798): 	 3.856445 5.579102 0.785622 
Instance(799): 	 4.559570 5.491211 0.999169 
Instance(800): 	 4.295898 5.614258 0.980855 
Instance(801): 	 4.577148 5.737305 0.968808 
Instance(802): 	 4.559570 5.649414 0.988818 
Instance(803): 	 4.260742 5.579102 0.975147 
Instance(804): 	 4.401367 5.596680 0.991755 
Instance(805): 	 4.366211 5.508789 0.991267 
Instance(806): 	 4.629883 5.719727 0.970209 
Instance(807): 	 4.612305 5.719727 0.971522 
Instance(808): 	 4.647461 5.596680 0.994024 
Instance(809): 	 4.260742 5.508789 0.973315 
Instance(810): 	 4.454102 5.702148 0.981897 
Instance(811): 	 4.682617 5.614258 0.991416 
Instance(812): 	 4.278320 5.666992 0.975976 
Instance(813): 	 4.682617 5.596680 0.993606 
Instance(814): 	 4.401367 5.543945 0.993730 
Instance(815): 	 4.471680 5.719727 0.978333 
Instance(816): 	 4.436523 5.561523 0.994999 
Instance(817): 	 4.506836 5.526367 0.997939 
Instance(818): 	 4.471680 5.579102 0.995237 
Instance(819): 	 4.752930 5.702148 0.965073 
Instance(820): 	 4.313477 5.526367 0.984354 
Instance(821): 	 4.629883 5.754883 0.957863 
Instance(822): 	 4.629883 5.543945 0.997818 
Instance(823): 	 4.524414 5.666992 0.986789 
Instance(824): 	 4.559570 5.579102 0.995973 
Instance(825): 	 4.471680 5.649414 0.989456 
Instance(826): 	 4.225586 5.666992 0.967109 
Instance(827): 	 4.137695 5.666992 0.944917 
Instance(828): 	 4.717773 5.772461 0.936530 
Instance(829): 	 4.612305 5.596680 0.994367 
Instance(830): 	 4.120117 5.526367 0.925530 
Instance(831): 	 4.788086 5.579102 0.994237 
Instance(832): 	 4.489258 5.649414 0.989504 
Instance(833): 	 4.418945 5.561523 0.994217 
Instance(834): 	 4.383789 5.508789 0.992946 
Instance(835): 	 4.383789 5.491211 0.993036 
Instance(836): 	 4.383789 5.579102 0.991446 
Instance(837): 	 4.559570 5.579102 0.995973 
Instance(838): 	 4.577148 5.614258 0.992950 
Instance(839): 	 4.594727 5.561523 0.996995 
Instance(840): 	 4.471680 5.473633 0.998112 
Instance(841): 	 4.401367 5.649414 0.987921 
Instance(842): 	 4.331055 5.561523 0.986770 
Instance(843): 	 4.577148 5.614258 0.992950 
Instance(844): 	 4.577148 5.614258 0.992950 
Instance(845): 	 4.190430 5.526367 0.953693 
Instance(846): 	 4.577148 5.790039 0.950097 
Instance(847): 	 4.506836 5.666992 0.987039 
Instance(848): 	 4.541992 5.684570 0.983378 
Instance(849): 	 4.155273 5.702148 0.950139 
Instance(850): 	 4.348633 5.631836 0.986033 
Instance(851): 	 4.418945 5.456055 0.995836 
Instance(852): 	 4.559570 5.614258 0.993093 
Instance(853): 	 4.366211 5.754883 0.971783 
Instance(854): 	 4.331055 5.702148 0.978353 
Instance(855): 	 4.454102 5.438477 0.997714 
Instance(856): 	 4.700195 5.631836 0.988214 
Instance(857): 	 4.418945 5.596680 0.992615 
Instance(858): 	 4.629883 5.614258 0.992309 
Instance(859): 	 4.418945 5.579102 0.993510 
Instance(860): 	 4.665039 5.561523 0.996772 
Instance(861): 	 4.506836 5.649414 0.989452 
Instance(862): 	 4.383789 5.526367 0.992760 
Instance(863): 	 4.612305 5.473633 0.999563 
Instance(864): 	 4.295898 5.561523 0.981617 
Instance(865): 	 4.401367 5.526367 0.994088 
Instance(866): 	 4.436523 5.649414 0.988994 
Instance(867): 	 4.629883 5.579102 0.995722 
Instance(868): 	 4.524414 5.491211 0.998894 
Instance(869): 	 4.348633 5.596680 0.987811 
Instance(870): 	 4.313477 5.526367 0.984354 
Instance(871): 	 4.102539 5.737305 0.935124 
Instance(872): 	 4.366211 5.543945 0.990927 
Instance(873): 	 4.383789 5.561523 0.992031 
Instance(874): 	 4.629883 5.631836 0.989979 
Instance(875): 	 4.612305 5.508789 0.998980 
Instance(876): 	 4.717773 5.719727 0.961870 
Instance(877): 	 4.559570 5.561523 0.996993 
Instance(878): 	 4.541992 5.649414 0.989098 
Instance(879): 	 4.436523 5.631836 0.990696 
Instance(880): 	 4.366211 5.543945 0.990927 
Instance(881): 	 4.629883 5.579102 0.995722 
Instance(882): 	 4.436523 5.526367 0.996037 
Instance(883): 	 4.401367 5.702148 0.981545 
Instance(884): 	 4.647461 5.702148 0.974228 
Instance(885): 	 4.401367 5.561523 0.993237 
Instance(886): 	 4.524414 5.491211 0.998894 
Instance(887): 	 4.752930 5.649414 0.982365 
Instance(888): 	 4.225586 5.579102 0.967125 
Instance(889): 	 4.559570 5.631836 0.991151 
Instance(890): 	 4.348633 5.702148 0.979496 
Instance(891): 	 4.295898 5.702148 0.975270 
Instance(892): 	 4.594727 5.508789 0.998954 
Instance(893): 	 4.541992 5.614258 0.993190 
Instance(894): 	 4.541992 5.631836 0.991329 
Instance(895): 	 4.770508 5.596680 0.992214 
Instance(896): 	 4.524414 5.491211 0.998894 
Instance(897): 	 4.172852 5.561523 0.950540 
Instance(898): 	 4.295898 5.561523 0.981617 
Instance(899): 	 4.366211 5.579102 0.990060 
Instance(900): 	 4.594727 5.614258 0.992769 
Instance(901): 	 4.489258 5.508789 0.998047 
Instance(902): 	 4.278320 5.526367 0.977883 
Instance(903): 	 4.454102 5.420898 0.997750 
Instance(904): 	 4.471680 5.543945 0.996739 
Instance(905): 	 4.243164 5.579102 0.971347 
Instance(906): 	 4.401367 5.719727 0.978743 
Instance(907): 	 4.682617 5.754883 0.951188 
Instance(908): 	 4.612305 5.684570 0.980742 
Instance(909): 	 4.436523 5.666992 0.986985 
Instance(910): 	 4.577148 5.561523 0.997008 
Instance(911): 	 4.436523 5.649414 0.988994 
Instance(912): 	 4.401367 5.614258 0.990717 
Instance(913): 	 4.541992 5.649414 0.989098 
Instance(914): 	 4.700195 5.456055 0.999788 
Instance(915): 	 4.577148 5.561523 0.997008 
Instance(916): 	 4.594727 5.561523 0.996995 
Instance(917): 	 4.577148 5.614258 0.992950 
Instance(918): 	 4.348633 5.596680 0.987811 
Instance(919): 	 4.524414 5.702148 0.980450 
Instance(920): 	 4.612305 5.631836 0.990331 
Instance(921): 	 4.260742 5.596680 0.975199 
Instance(922): 	 4.489258 5.666992 0.987196 
Instance(923): 	 4.612305 5.561523 0.996960 
Instance(924): 	 4.541992 5.666992 0.986459 
Instance(925): 	 4.471680 5.456055 0.998250 
Instance(926): 	 4.594727 5.579102 0.995897 
Instance(927): 	 4.418945 5.526367 0.995170 
Instance(928): 	 4.612305 5.614258 0.992554 
Instance(929): 	 4.541992 5.561523 0.996940 
Instance(930): 	 4.208008 5.579102 0.962467 
Instance(931): 	 4.717773 5.702148 0.968619 
Instance(932): 	 4.366211 5.438477 0.990887 
Instance(933): 	 4.577148 5.561523 0.997008 
Instance(934): 	 4.260742 5.684570 0.972322 
Instance(935): 	 4.348633 5.719727 0.977119 
Instance(936): 	 4.331055 5.596680 0.985957 
Instance(937): 	 4.541992 5.614258 0.993190 
Instance(938): 	 4.383789 5.631836 0.988538 
Instance(939): 	 4.682617 5.579102 0.995343 
Instance(940): 	 4.770508 5.702148 0.963071 
Instance(941): 	 4.348633 5.561523 0.988825 
Instance(942): 	 4.383789 5.719727 0.978412 
Instance(943): 	 4.612305 5.719727 0.971522 
Instance(944): 	 4.700195 5.561523 0.996601 
Instance(945): 	 4.313477 5.614258 0.983228 
Instance(946): 	 4.489258 5.579102 0.995546 
Instance(947): 	 4.717773 5.614258 0.990686 
Instance(948): 	 4.594727 5.579102 0.995897 
Instance(949): 	 4.665039 5.702148 0.972985 
Instance(950): 	 4.471680 5.473633 0.998112 
Instance(951): 	 4.629883 5.473633 0.999585 
Instance(952): 	 4.541992 5.526367 0.998294 
Instance(953): 	 4.471680 5.579102 0.995237 
Instance(954): 	 4.348633 5.508789 0.989263 
Instance(955): 	 4.594727 5.754883 0.961545 
Instance(956): 	 4.471680 5.526367 0.997247 
Instance(957): 	 4.489258 5.508789 0.998047 
Instance(958): 	 4.559570 5.614258 0.993093 
Instance(959): 	 4.366211 5.719727 0.977877 
Instance(960): 	 4.541992 5.631836 0.991329 
Instance(961): 	 4.313477 5.649414 0.981467 
Instance(962): 	 4.735352 5.631836 0.987096 
Instance(963): 	 4.559570 5.631836 0.991151 
Instance(964): 	 4.313477 5.666992 0.980230 
Instance(965): 	 4.295898 5.684570 0.976901 
Instance(966): 	 4.506836 5.702148 0.980980 
Instance(967): 	 4.647461 5.526367 0.998491 
Instance(968): 	 4.506836 5.579102 0.995757 
Instance(969): 	 4.541992 5.666992 0.986459 
Instance(970): 	 4.418945 5.561523 0.994217 
Instance(971): 	 4.436523 5.596680 0.993291 
Instance(972): 	 4.629883 5.473633 0.999585 
Instance(973): 	 4.348633 5.614258 0.987028 
Instance(974): 	 4.506836 5.719727 0.977278 
Instance(975): 	 4.260742 5.579102 0.975147 
Instance(976): 	 4.489258 5.526367 0.997646 
Instance(977): 	 4.629883 5.719727 0.970209 
Instance(978): 	 4.383789 5.666992 0.985398 
Instance(979): 	 4.331055 5.561523 0.986770 
Instance(980): 	 4.489258 5.702148 0.981405 
Instance(981): 	 4.348633 5.508789 0.989263 
Instance(982): 	 4.559570 5.631836 0.991151 
Instance(983): 	 4.278320 5.649414 0.976928 
Instance(984): 	 4.559570 5.614258 0.993093 
Instance(985): 	 4.559570 5.596680 0.994687 
Instance(986): 	 4.594727 5.508789 0.998954 
Instance(987): 	 4.541992 5.684570 0.983378 
Instance(988): 	 4.436523 5.491211 0.996601 
Instance(989): 	 4.067383 5.684570 0.921591 
Instance(990): 	 4.559570 5.631836 0.991151 
Instance(991): 	 4.366211 5.596680 0.989379 
Instance(992): 	 4.524414 5.719727 0.976576 
Instance(993): 	 4.418945 5.508789 0.995463 
Instance(994): 	 4.559570 5.596680 0.994687 
Instance(995): 	 4.506836 5.543945 0.997387 
Instance(996): 	 4.594727 5.649414 0.988089 
Instance(997): 	 4.418945 5.702148 0.981828 
Instance(998): 	 4.541992 5.719727 0.975766 
