Instance(0): 	 4.665039 5.473633 0.999611 
Instance(559): 	 4.647461 5.614258 0.992037 
Instance(560): 	 4.594727 5.456055 0.999691 
Instance(561): 	 4.682617 5.438477 0.999878 
Instance(562): 	 4.752930 5.385742 0.999991 
Instance(563): 	 4.700195 5.614258 0.991065 
Instance(564): 	 4.612305 5.491211 0.999325 
Instance(565): 	 4.577148 5.526367 0.998450 
Instance(566): 	 4.594727 5.543945 0.997842 
Instance(567): 	 4.612305 5.561523 0.996960 
Instance(568): 	 4.559570 5.508789 0.998841 
Instance(569): 	 4.700195 5.579102 0.995192 
Instance(570): 	 4.506836 5.543945 0.997387 
Instance(571): 	 4.612305 5.508789 0.998980 
Instance(572): 	 4.577148 5.596680 0.994612 
Instance(573): 	 4.700195 5.543945 0.997663 
Instance(574): 	 4.752930 5.473633 0.999649 
Instance(575): 	 4.506836 5.508789 0.998356 
Instance(576): 	 4.612305 5.491211 0.999325 
Instance(577): 	 4.559570 5.456055 0.999564 
Instance(578): 	 4.506836 5.473633 0.998885 
Instance(579): 	 4.682617 5.543945 0.997710 
Instance(580): 	 4.524414 5.438477 0.999391 
Instance(581): 	 4.524414 5.438477 0.999391 
Instance(582): 	 4.594727 5.561523 0.996995 
Instance(583): 	 4.647461 5.579102 0.995609 
Instance(584): 	 4.471680 5.491211 0.997912 
Instance(585): 	 4.524414 5.473633 0.999121 
Instance(586): 	 4.524414 5.508789 0.998578 
Instance(587): 	 4.612305 5.596680 0.994367 
Instance(588): 	 4.629883 5.526367 0.998498 
Instance(589): 	 4.735352 5.491211 0.999384 
Instance(590): 	 4.489258 5.579102 0.995546 
Instance(591): 	 4.629883 5.508789 0.998994 
Instance(592): 	 4.401367 5.456055 0.994563 
Instance(593): 	 4.489258 5.631836 0.991460 
Instance(594): 	 4.682617 5.526367 0.998461 
Instance(595): 	 4.647461 5.561523 0.996845 
Instance(596): 	 4.524414 5.456055 0.999281 
Instance(597): 	 4.541992 5.508789 0.998735 
Instance(598): 	 4.454102 5.491211 0.997341 
Instance(599): 	 4.612305 5.702148 0.976437 
Instance(600): 	 4.682617 5.508789 0.998999 
Instance(601): 	 4.629883 5.649414 0.987166 
Instance(602): 	 4.594727 5.438477 0.999797 
Instance(603): 	 4.594727 5.508789 0.998954 
Instance(604): 	 4.454102 5.456055 0.997642 
Instance(605): 	 4.770508 5.526367 0.998346 
Instance(606): 	 4.735352 5.543945 0.997558 
Instance(607): 	 4.506836 5.438477 0.999148 
Instance(608): 	 4.629883 5.526367 0.998498 
Instance(609): 	 4.752930 5.631836 0.986465 
Instance(610): 	 4.788086 5.491211 0.999396 
Instance(611): 	 4.665039 5.491211 0.999365 
Instance(612): 	 4.682617 5.543945 0.997710 
Instance(613): 	 4.577148 5.543945 0.997828 
Instance(614): 	 4.594727 5.649414 0.988089 
Instance(615): 	 4.506836 5.438477 0.999148 
Instance(616): 	 4.559570 5.526367 0.998390 
Instance(617): 	 4.735352 5.526367 0.998397 
Instance(618): 	 4.682617 5.403320 0.999968 
Instance(619): 	 4.594727 5.649414 0.988089 
Instance(620): 	 4.612305 5.473633 0.999563 
Instance(621): 	 4.700195 5.561523 0.996601 
Instance(622): 	 4.489258 5.526367 0.997646 
Instance(623): 	 4.682617 5.508789 0.998999 
Instance(624): 	 4.612305 5.456055 0.999724 
Instance(625): 	 4.436523 5.543945 0.995589 
Instance(626): 	 4.682617 5.473633 0.999620 
Instance(627): 	 4.647461 5.491211 0.999357 
Instance(628): 	 4.682617 5.579102 0.995343 
Instance(629): 	 4.647461 5.473633 0.999600 
Instance(630): 	 4.506836 5.368164 0.999313 
Instance(631): 	 4.489258 5.420898 0.998872 
Instance(632): 	 4.700195 5.508789 0.998996 
Instance(633): 	 4.752930 5.438477 0.999902 
Instance(634): 	 4.752930 5.561523 0.996289 
Instance(635): 	 4.647461 5.508789 0.999000 
Instance(636): 	 4.717773 5.508789 0.998991 
Instance(637): 	 4.506836 5.473633 0.998885 
Instance(638): 	 4.788086 5.456055 0.999824 
Instance(639): 	 4.717773 5.491211 0.999380 
Instance(640): 	 4.717773 5.561523 0.996505 
Instance(641): 	 4.577148 5.561523 0.997008 
Instance(642): 	 4.541992 5.526367 0.998294 
Instance(643): 	 4.840820 5.508789 0.998947 
Instance(644): 	 4.665039 5.438477 0.999871 
Instance(645): 	 4.559570 5.596680 0.994687 
Instance(646): 	 4.577148 5.508789 0.998911 
Instance(647): 	 4.700195 5.473633 0.999628 
Instance(648): 	 4.383789 5.438477 0.992881 
Instance(649): 	 4.489258 5.456055 0.998706 
Instance(650): 	 4.559570 5.473633 0.999402 
Instance(651): 	 4.577148 5.543945 0.997828 
Instance(652): 	 4.471680 5.473633 0.998112 
Instance(653): 	 4.717773 5.473633 0.999635 
Instance(654): 	 4.471680 5.579102 0.995237 
Instance(655): 	 4.541992 5.508789 0.998735 
Instance(656): 	 4.541992 5.561523 0.996940 
Instance(657): 	 4.594727 5.561523 0.996995 
Instance(658): 	 4.454102 5.666992 0.987184 
Instance(659): 	 4.647461 5.438477 0.999861 
Instance(660): 	 4.717773 5.491211 0.999380 
Instance(661): 	 4.541992 5.543945 0.997707 
Instance(662): 	 4.788086 5.473633 0.999664 
Instance(663): 	 4.454102 5.543945 0.996239 
Instance(664): 	 4.717773 5.579102 0.995028 
Instance(665): 	 4.717773 5.526367 0.998421 
Instance(666): 	 4.629883 5.456055 0.999745 
Instance(667): 	 4.858398 5.596680 0.990119 
Instance(668): 	 4.577148 5.491211 0.999244 
Instance(669): 	 4.489258 5.543945 0.997114 
Instance(670): 	 4.577148 5.473633 0.999479 
Instance(671): 	 4.524414 5.526367 0.998149 
Instance(672): 	 4.577148 5.614258 0.992950 
Instance(673): 	 4.840820 5.543945 0.997138 
Instance(674): 	 4.629883 5.491211 0.999345 
Instance(675): 	 4.647461 5.526367 0.998491 
Instance(676): 	 4.647461 5.456055 0.999760 
Instance(677): 	 4.541992 5.561523 0.996940 
Instance(678): 	 4.489258 5.508789 0.998047 
Instance(679): 	 4.612305 5.543945 0.997837 
Instance(680): 	 4.594727 5.543945 0.997842 
Instance(681): 	 4.629883 5.508789 0.998994 
Instance(682): 	 4.612305 5.579102 0.995819 
Instance(683): 	 4.559570 5.473633 0.999402 
Instance(684): 	 4.559570 5.614258 0.993093 
Instance(685): 	 4.752930 5.526367 0.998372 
Instance(686): 	 4.594727 5.561523 0.996995 
Instance(687): 	 4.770508 5.491211 0.999392 
Instance(688): 	 4.629883 5.473633 0.999585 
Instance(689): 	 4.665039 5.596680 0.993824 
Instance(690): 	 4.629883 5.385742 0.999969 
Instance(691): 	 4.524414 5.631836 0.991448 
Instance(692): 	 4.172852 5.596680 0.952889 
Instance(693): 	 4.559570 5.561523 0.996993 
Instance(694): 	 4.489258 5.526367 0.997646 
Instance(695): 	 4.682617 5.491211 0.999371 
Instance(696): 	 4.647461 5.438477 0.999861 
Instance(697): 	 4.770508 5.526367 0.998346 
Instance(698): 	 4.489258 5.491211 0.998344 
Instance(699): 	 4.541992 5.543945 0.997707 
Instance(700): 	 4.612305 5.596680 0.994367 
Instance(701): 	 4.682617 5.543945 0.997710 
Instance(702): 	 4.401367 5.526367 0.994088 
Instance(703): 	 4.541992 5.614258 0.993190 
Instance(704): 	 4.752930 5.579102 0.994663 
Instance(705): 	 4.629883 5.543945 0.997818 
Instance(706): 	 4.805664 5.579102 0.993997 
Instance(707): 	 4.489258 5.508789 0.998047 
Instance(708): 	 4.541992 5.491211 0.999057 
Instance(709): 	 4.665039 5.543945 0.997752 
Instance(710): 	 4.524414 5.491211 0.998894 
Instance(711): 	 4.665039 5.420898 0.999930 
Instance(712): 	 4.752930 5.508789 0.998980 
Instance(713): 	 4.436523 5.526367 0.996037 
Instance(714): 	 4.524414 5.631836 0.991448 
Instance(715): 	 4.700195 5.596680 0.993369 
Instance(716): 	 4.700195 5.473633 0.999628 
Instance(717): 	 4.717773 5.403320 0.999974 
Instance(718): 	 4.366211 5.579102 0.990060 
Instance(719): 	 4.524414 5.403320 0.999513 
Instance(720): 	 4.489258 5.473633 0.998557 
Instance(721): 	 4.524414 5.368164 0.999565 
Instance(722): 	 4.770508 5.543945 0.997437 
Instance(723): 	 4.735352 5.614258 0.990276 
Instance(724): 	 4.665039 5.649414 0.986057 
Instance(725): 	 4.717773 5.561523 0.996505 
Instance(726): 	 4.823242 5.526367 0.998256 
Instance(727): 	 4.629883 5.491211 0.999345 
Instance(728): 	 4.559570 5.385742 0.999821 
Instance(729): 	 4.717773 5.508789 0.998991 
Instance(730): 	 4.682617 5.473633 0.999620 
Instance(731): 	 4.823242 5.561523 0.995751 
Instance(732): 	 4.700195 5.456055 0.999788 
Instance(733): 	 4.647461 5.473633 0.999600 
Instance(734): 	 4.629883 5.491211 0.999345 
Instance(735): 	 4.665039 5.403320 0.999964 
Instance(736): 	 4.559570 5.473633 0.999402 
Instance(737): 	 4.752930 5.438477 0.999902 
Instance(738): 	 4.489258 5.420898 0.998872 
Instance(739): 	 4.559570 5.456055 0.999564 
Instance(740): 	 4.612305 5.491211 0.999325 
Instance(741): 	 4.629883 5.508789 0.998994 
Instance(742): 	 4.665039 5.491211 0.999365 
Instance(743): 	 4.541992 5.526367 0.998294 
Instance(744): 	 4.752930 5.579102 0.994663 
Instance(745): 	 4.770508 5.649414 0.981429 
Instance(746): 	 4.594727 5.561523 0.996995 
Instance(747): 	 4.594727 5.491211 0.999293 
Instance(748): 	 4.612305 5.543945 0.997837 
Instance(749): 	 4.489258 5.491211 0.998344 
Instance(750): 	 4.735352 5.473633 0.999642 
Instance(751): 	 4.682617 5.543945 0.997710 
Instance(752): 	 4.471680 5.438477 0.998339 
Instance(753): 	 4.629883 5.526367 0.998498 
Instance(754): 	 4.629883 5.543945 0.997818 
Instance(755): 	 4.682617 5.543945 0.997710 
Instance(756): 	 4.665039 5.508789 0.999001 
Instance(757): 	 4.665039 5.526367 0.998478 
Instance(758): 	 4.436523 5.508789 0.996368 
Instance(759): 	 4.735352 5.561523 0.996401 
Instance(760): 	 4.383789 5.491211 0.993036 
Instance(761): 	 4.612305 5.473633 0.999563 
Instance(762): 	 4.665039 5.596680 0.993824 
Instance(763): 	 4.559570 5.543945 0.997786 
Instance(764): 	 4.594727 5.579102 0.995897 
Instance(765): 	 4.788086 5.438477 0.999913 
Instance(766): 	 4.471680 5.508789 0.997631 
Instance(767): 	 4.612305 5.491211 0.999325 
Instance(768): 	 4.383789 5.543945 0.992462 
Instance(769): 	 4.577148 5.543945 0.997828 
Instance(770): 	 4.524414 5.666992 0.986789 
Instance(771): 	 4.612305 5.456055 0.999724 
Instance(772): 	 4.665039 5.579102 0.995482 
Instance(773): 	 4.770508 5.543945 0.997437 
Instance(774): 	 4.612305 5.508789 0.998980 
Instance(775): 	 4.383789 5.543945 0.992462 
Instance(776): 	 4.260742 5.473633 0.971572 
Instance(777): 	 4.524414 5.526367 0.998149 
Instance(778): 	 4.629883 5.631836 0.989979 
Instance(779): 	 4.682617 5.438477 0.999878 
Instance(780): 	 4.612305 5.508789 0.998980 
Instance(781): 	 4.665039 5.456055 0.999771 
Instance(782): 	 4.770508 5.543945 0.997437 
Instance(783): 	 4.770508 5.438477 0.999908 
Instance(784): 	 4.594727 5.473633 0.999530 
Instance(785): 	 4.682617 5.579102 0.995343 
Instance(786): 	 4.577148 5.561523 0.997008 
Instance(787): 	 4.700195 5.579102 0.995192 
Instance(788): 	 4.594727 5.543945 0.997842 
Instance(789): 	 4.577148 5.526367 0.998450 
Instance(790): 	 4.612305 5.631836 0.990331 
Instance(791): 	 4.559570 5.561523 0.996993 
Instance(792): 	 4.682617 5.403320 0.999968 
Instance(793): 	 4.735352 5.508789 0.998986 
Instance(794): 	 4.506836 5.491211 0.998663 
Instance(795): 	 4.700195 5.491211 0.999376 
Instance(796): 	 4.682617 5.438477 0.999878 
Instance(797): 	 4.524414 5.508789 0.998578 
Instance(798): 	 4.436523 5.438477 0.996894 
Instance(799): 	 4.647461 5.561523 0.996845 
Instance(800): 	 4.594727 5.631836 0.990646 
Instance(801): 	 4.700195 5.438477 0.999885 
Instance(802): 	 4.770508 5.456055 0.999816 
Instance(803): 	 4.770508 5.579102 0.994458 
Instance(804): 	 4.682617 5.473633 0.999620 
Instance(805): 	 4.454102 5.456055 0.997642 
Instance(806): 	 4.331055 5.473633 0.986449 
Instance(807): 	 4.717773 5.491211 0.999380 
Instance(808): 	 4.735352 5.526367 0.998397 
Instance(809): 	 4.594727 5.684570 0.981509 
Instance(810): 	 4.524414 5.420898 0.999464 
Instance(811): 	 4.454102 5.614258 0.992573 
Instance(812): 	 4.647461 5.614258 0.992037 
Instance(813): 	 4.840820 5.649414 0.976751 
Instance(814): 	 4.629883 5.543945 0.997818 
Instance(815): 	 4.629883 5.491211 0.999345 
Instance(816): 	 4.735352 5.631836 0.987096 
Instance(817): 	 4.506836 5.456055 0.999041 
Instance(818): 	 4.331055 5.579102 0.986448 
Instance(819): 	 4.594727 5.579102 0.995897 
Instance(820): 	 4.629883 5.473633 0.999585 
Instance(821): 	 4.524414 5.491211 0.998894 
Instance(822): 	 4.559570 5.508789 0.998841 
Instance(823): 	 4.647461 5.596680 0.994024 
Instance(824): 	 4.717773 5.561523 0.996505 
Instance(825): 	 4.471680 5.456055 0.998250 
Instance(826): 	 4.559570 5.473633 0.999402 
Instance(827): 	 4.594727 5.491211 0.999293 
Instance(828): 	 4.594727 5.684570 0.981509 
Instance(829): 	 4.717773 5.526367 0.998421 
Instance(830): 	 4.647461 5.473633 0.999600 
Instance(831): 	 4.682617 5.684570 0.976941 
Instance(832): 	 4.647461 5.508789 0.999000 
Instance(833): 	 4.735352 5.456055 0.999802 
Instance(834): 	 4.454102 5.456055 0.997642 
Instance(835): 	 4.665039 5.508789 0.999001 
Instance(836): 	 4.647461 5.561523 0.996845 
Instance(837): 	 4.700195 5.561523 0.996601 
Instance(838): 	 4.559570 5.508789 0.998841 
Instance(839): 	 4.612305 5.491211 0.999325 
Instance(840): 	 4.682617 5.684570 0.976941 
Instance(841): 	 4.717773 5.491211 0.999380 
Instance(842): 	 4.752930 5.473633 0.999649 
Instance(843): 	 4.471680 5.473633 0.998112 
Instance(844): 	 4.612305 5.508789 0.998980 
Instance(845): 	 4.752930 5.596680 0.992538 
Instance(846): 	 4.594727 5.526367 0.998482 
Instance(847): 	 4.577148 5.543945 0.997828 
Instance(848): 	 4.489258 5.491211 0.998344 
Instance(849): 	 4.577148 5.579102 0.995950 
Instance(850): 	 4.471680 5.526367 0.997247 
Instance(851): 	 4.243164 5.491211 0.967746 
Instance(852): 	 4.524414 5.526367 0.998149 
Instance(853): 	 4.541992 5.508789 0.998735 
Instance(854): 	 4.524414 5.491211 0.998894 
Instance(855): 	 4.225586 5.473633 0.961072 
Instance(856): 	 4.418945 5.579102 0.993510 
Instance(857): 	 4.454102 5.385742 0.997750 
Instance(858): 	 4.524414 5.543945 0.997579 
Instance(859): 	 4.700195 5.579102 0.995192 
Instance(860): 	 4.594727 5.473633 0.999530 
Instance(861): 	 4.594727 5.526367 0.998482 
Instance(862): 	 4.629883 5.491211 0.999345 
Instance(863): 	 4.735352 5.649414 0.983227 
Instance(864): 	 4.454102 5.526367 0.996720 
Instance(865): 	 4.524414 5.420898 0.999464 
Instance(866): 	 4.541992 5.473633 0.999288 
Instance(867): 	 4.612305 5.438477 0.999828 
Instance(868): 	 4.594727 5.579102 0.995897 
Instance(869): 	 4.612305 5.561523 0.996960 
Instance(870): 	 4.594727 5.543945 0.997842 
Instance(871): 	 4.629883 5.631836 0.989979 
Instance(872): 	 4.665039 5.614258 0.991740 
Instance(873): 	 4.788086 5.526367 0.998318 
Instance(874): 	 4.735352 5.526367 0.998397 
Instance(875): 	 4.594727 5.543945 0.997842 
Instance(876): 	 4.559570 5.438477 0.999673 
Instance(877): 	 4.541992 5.508789 0.998735 
Instance(878): 	 4.577148 5.631836 0.990921 
Instance(879): 	 4.383789 5.508789 0.992946 
Instance(880): 	 4.559570 5.491211 0.999169 
Instance(881): 	 4.260742 5.473633 0.971572 
Instance(882): 	 4.717773 5.508789 0.998991 
Instance(883): 	 4.770508 5.456055 0.999816 
Instance(884): 	 4.524414 5.491211 0.998894 
Instance(885): 	 4.471680 5.403320 0.998422 
Instance(886): 	 4.471680 5.526367 0.997247 
Instance(887): 	 4.682617 5.719727 0.965596 
Instance(888): 	 4.612305 5.526367 0.998497 
Instance(889): 	 4.735352 5.508789 0.998986 
Instance(890): 	 4.559570 5.614258 0.993093 
Instance(891): 	 4.559570 5.456055 0.999564 
Instance(892): 	 4.647461 5.508789 0.999000 
Instance(893): 	 4.665039 5.526367 0.998478 
Instance(894): 	 4.577148 5.579102 0.995950 
Instance(895): 	 4.489258 5.543945 0.997114 
Instance(896): 	 4.594727 5.596680 0.994504 
Instance(897): 	 4.612305 5.315430 0.999984 
Instance(898): 	 4.717773 5.649414 0.984021 
Instance(899): 	 4.418945 5.561523 0.994217 
Instance(900): 	 4.506836 5.473633 0.998885 
Instance(901): 	 4.805664 5.649414 0.979299 
Instance(902): 	 4.665039 5.666992 0.982352 
Instance(903): 	 4.594727 5.543945 0.997842 
Instance(904): 	 4.682617 5.631836 0.988711 
Instance(905): 	 4.612305 5.543945 0.997837 
Instance(906): 	 4.682617 5.790039 0.933665 
Instance(907): 	 4.629883 5.526367 0.998498 
Instance(908): 	 4.629883 5.561523 0.996909 
Instance(909): 	 4.612305 5.614258 0.992554 
Instance(910): 	 4.717773 5.561523 0.996505 
Instance(911): 	 4.770508 5.473633 0.999657 
Instance(912): 	 4.665039 5.491211 0.999365 
Instance(913): 	 4.489258 5.596680 0.994448 
Instance(914): 	 4.454102 5.543945 0.996239 
Instance(915): 	 4.682617 5.456055 0.999780 
Instance(916): 	 4.401367 5.456055 0.994563 
Instance(917): 	 4.594727 5.473633 0.999530 
Instance(918): 	 4.436523 5.526367 0.996037 
Instance(919): 	 4.629883 5.684570 0.979904 
Instance(920): 	 4.735352 5.491211 0.999384 
Instance(921): 	 4.788086 5.579102 0.994237 
Instance(922): 	 4.471680 5.438477 0.998339 
Instance(923): 	 4.700195 5.491211 0.999376 
Instance(924): 	 4.735352 5.526367 0.998397 
Instance(925): 	 4.506836 5.438477 0.999148 
Instance(926): 	 4.752930 5.403320 0.999979 
Instance(927): 	 4.752930 5.614258 0.989832 
Instance(928): 	 4.735352 5.491211 0.999384 
Instance(929): 	 4.752930 5.543945 0.997500 
Instance(930): 	 4.383789 5.491211 0.993036 
Instance(931): 	 4.577148 5.456055 0.999641 
Instance(932): 	 4.471680 5.385742 0.998433 
Instance(933): 	 4.770508 5.543945 0.997437 
Instance(934): 	 4.752930 5.473633 0.999649 
Instance(935): 	 4.682617 5.456055 0.999780 
Instance(936): 	 4.506836 5.561523 0.996670 
Instance(937): 	 4.541992 5.473633 0.999288 
Instance(938): 	 4.717773 5.596680 0.993113 
Instance(939): 	 4.612305 5.508789 0.998980 
Instance(940): 	 4.577148 5.491211 0.999244 
Instance(941): 	 4.735352 5.491211 0.999384 
Instance(942): 	 4.331055 5.456055 0.986096 
Instance(943): 	 4.717773 5.631836 0.987677 
Instance(944): 	 4.735352 5.561523 0.996401 
Instance(945): 	 4.471680 5.438477 0.998339 
Instance(946): 	 4.770508 5.526367 0.998346 
Instance(947): 	 4.682617 5.543945 0.997710 
Instance(948): 	 4.788086 5.666992 0.974879 
Instance(949): 	 4.559570 5.614258 0.993093 
Instance(950): 	 4.647461 5.596680 0.994024 
Instance(951): 	 4.647461 5.420898 0.999922 
Instance(952): 	 4.524414 5.579102 0.995888 
Instance(953): 	 4.647461 5.491211 0.999357 
Instance(954): 	 4.700195 5.666992 0.980628 
Instance(955): 	 4.717773 5.543945 0.997613 
Instance(956): 	 4.629883 5.543945 0.997818 
Instance(957): 	 4.454102 5.473633 0.997523 
Instance(958): 	 4.665039 5.420898 0.999930 
Instance(959): 	 4.313477 5.614258 0.983228 
Instance(960): 	 4.559570 5.491211 0.999169 
Instance(961): 	 4.436523 5.561523 0.994999 
Instance(962): 	 4.700195 5.526367 0.998442 
Instance(963): 	 4.735352 5.438477 0.999897 
Instance(964): 	 4.682617 5.385742 0.999985 
Instance(965): 	 4.436523 5.543945 0.995589 
Instance(966): 	 4.524414 5.473633 0.999121 
Instance(967): 	 4.559570 5.579102 0.995973 
Instance(968): 	 4.524414 5.561523 0.996837 
Instance(969): 	 4.770508 5.579102 0.994458 
Instance(970): 	 4.752930 5.526367 0.998372 
Instance(971): 	 4.577148 5.456055 0.999641 
Instance(972): 	 4.647461 5.350586 0.999993 
Instance(973): 	 4.594727 5.561523 0.996995 
Instance(974): 	 4.559570 5.543945 0.997786 
Instance(975): 	 4.629883 5.543945 0.997818 
Instance(976): 	 4.577148 5.420898 0.999818 
Instance(977): 	 4.541992 5.473633 0.999288 
Instance(978): 	 4.594727 5.491211 0.999293 
Instance(979): 	 4.717773 5.561523 0.996505 
Instance(980): 	 4.647461 5.526367 0.998491 
Instance(981): 	 4.858398 5.596680 0.990119 
Instance(982): 	 4.278320 5.508789 0.977384 
Instance(983): 	 4.366211 5.508789 0.991267 
Instance(984): 	 4.383789 5.491211 0.993036 
Instance(985): 	 4.770508 5.473633 0.999657 
Instance(986): 	 4.717773 5.456055 0.999795 
Instance(987): 	 4.506836 5.420898 0.999219 
Instance(988): 	 4.612305 5.596680 0.994367 
Instance(989): 	 4.700195 5.420898 0.999941 
Instance(990): 	 4.454102 5.526367 0.996720 
Instance(991): 	 4.577148 5.543945 0.997828 
Instance(992): 	 4.524414 5.456055 0.999281 
Instance(993): 	 4.717773 5.403320 0.999974 
Instance(994): 	 4.735352 5.579102 0.994852 
Instance(995): 	 4.454102 5.491211 0.997341 
Instance(996): 	 4.700195 5.579102 0.995192 
Instance(997): 	 4.700195 5.561523 0.996601 
Instance(998): 	 4.735352 5.543945 0.997558 
